"Date","Site.Name","COUNTY","meanLat","meanLong","month","year","PM2.5","Ozone"
2020-03-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,30,33
2020-03-09,"Millbrook School","Wake",35.856111,-78.574167,3,2020,30.5,38.5
2020-03-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,20.5,41.5
2020-03-09,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,28,38.5
2020-03-10,"Bryson City","Swain",35.434767,-83.442133,3,2020,62,37.5
2020-03-10,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,55,37
2020-03-10,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,71,33.5
2020-03-10,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,57,25
2020-03-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48
2020-03-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,74,26.5
2020-03-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,64,31.5
2020-03-10,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,46,34.5
2020-03-10,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,46
2020-03-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,62,33
2020-03-10,"Millbrook School","Wake",35.856111,-78.574167,3,2020,69,34.5
2020-03-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,61,39
2020-03-10,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,81,36.5
2020-03-11,"Bryson City","Swain",35.434767,-83.442133,3,2020,54,30
2020-03-11,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,28,41
2020-03-11,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,70,35
2020-03-11,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,60,36
2020-03-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,45
2020-03-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,74,32
2020-03-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,66,36.5
2020-03-11,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,39,38
2020-03-11,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42
2020-03-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,60,37.5
2020-03-11,"Millbrook School","Wake",35.856111,-78.574167,3,2020,56,37
2020-03-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,39,39.5
2020-03-11,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,55,37.5
2020-03-12,"Bryson City","Swain",35.434767,-83.442133,3,2020,15,43
2020-03-12,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,18,40.5
2020-03-12,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,43,42
2020-03-12,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,36,40.5
2020-03-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48
2020-03-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,19,39
2020-03-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,40,43.5
2020-03-12,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,25,38.5
2020-03-12,"Linville Falls","Avery",35.972347,-81.933072,3,2020,10,45.5
2020-03-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,35,43.5
2020-03-12,"Millbrook School","Wake",35.856111,-78.574167,3,2020,32,45
2020-03-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,22.5,39
2020-03-12,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,37,39
2020-03-13,"Bryson City","Swain",35.434767,-83.442133,3,2020,35,45
2020-03-13,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,20,47
2020-03-13,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,32,46
2020-03-13,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,34,44.5
2020-03-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,54
2020-03-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,30,45.5
2020-03-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,31,46
2020-03-13,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,22,46
2020-03-13,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,47
2020-03-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,25,47.5
2020-03-13,"Millbrook School","Wake",35.856111,-78.574167,3,2020,31,45.5
2020-03-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,28,47
2020-03-13,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,28,45.5
2020-03-14,"Bryson City","Swain",35.434767,-83.442133,3,2020,22,42
2020-03-14,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,20,47
2020-03-14,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,25,45
2020-03-14,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,31,46
2020-03-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,41
2020-03-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,21,45
2020-03-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,25,45
2020-03-14,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,13,46.5
2020-03-14,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42.5
2020-03-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,19,46.5
2020-03-14,"Millbrook School","Wake",35.856111,-78.574167,3,2020,26,46.5
2020-03-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,21,46.5
2020-03-14,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,23,46
2020-03-15,"Bryson City","Swain",35.434767,-83.442133,3,2020,46,52.5
2020-03-15,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,19,45.5
2020-03-15,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,43,49
2020-03-15,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,35.5,42.5
2020-03-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,23,54
2020-03-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,29.5,39.5
2020-03-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,34.6666666666667,49.5
2020-03-15,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,29,45
2020-03-15,"Linville Falls","Avery",35.972347,-81.933072,3,2020,30,42
2020-03-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,42,48
2020-03-15,"Millbrook School","Wake",35.856111,-78.574167,3,2020,34,43
2020-03-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,27.5,46
2020-03-15,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,42,45.5
2020-03-16,"Bryson City","Swain",35.434767,-83.442133,3,2020,66,54
2020-03-16,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,56,56
2020-03-16,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,45,46.5
2020-03-16,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,47,46
2020-03-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,47
2020-03-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,57,55.5
2020-03-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,42,46
2020-03-16,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,25,46.5
2020-03-16,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,52.5
2020-03-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,35,49
2020-03-16,"Millbrook School","Wake",35.856111,-78.574167,3,2020,49,47
2020-03-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,40,46.5
2020-03-16,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,52,49
2020-03-17,"Bryson City","Swain",35.434767,-83.442133,3,2020,62,45
2020-03-17,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,38,43
2020-03-17,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,44,47.5
2020-03-17,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,50,44.5
2020-03-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48.5
2020-03-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,50,44.5
2020-03-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,41,48
2020-03-17,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,32,44.5
2020-03-17,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,48
2020-03-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,50,53.5
2020-03-17,"Millbrook School","Wake",35.856111,-78.574167,3,2020,54,45
2020-03-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,40,44.5
2020-03-17,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,55,44
2020-03-18,"Bryson City","Swain",35.434767,-83.442133,3,2020,37,44
2020-03-18,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,36,46
2020-03-18,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,30,45
2020-03-18,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,29,44.5
2020-03-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,21,46
2020-03-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,28,45
2020-03-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,27,45
2020-03-18,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,18,43.5
2020-03-18,"Linville Falls","Avery",35.972347,-81.933072,3,2020,23,44
2020-03-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,29,45.5
2020-03-18,"Millbrook School","Wake",35.856111,-78.574167,3,2020,30,45
2020-03-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,23,45.5
2020-03-18,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,29,46
2020-03-19,"Bryson City","Swain",35.434767,-83.442133,3,2020,36,42.5
2020-03-19,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,9,44.5
2020-03-19,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,42,45
2020-03-19,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,33,44.5
2020-03-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,45.5
2020-03-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,34,44
2020-03-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,42,46
2020-03-19,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,23,42
2020-03-19,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,45
2020-03-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,43,46.5
2020-03-19,"Millbrook School","Wake",35.856111,-78.574167,3,2020,38,44
2020-03-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,23,44.5
2020-03-19,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,35,45
2020-03-20,"Bryson City","Swain",35.434767,-83.442133,3,2020,15,43.5
2020-03-20,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,8,36.5
2020-03-20,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,20,41
2020-03-20,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,17,38
2020-03-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,57.5
2020-03-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,27,39
2020-03-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,20,47
2020-03-20,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,9,37.5
2020-03-20,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,46
2020-03-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,18,42
2020-03-20,"Millbrook School","Wake",35.856111,-78.574167,3,2020,23,37
2020-03-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,17,36
2020-03-20,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,14,37
2020-03-21,"Bryson City","Swain",35.434767,-83.442133,3,2020,19,41
2020-03-21,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,7,36.5
2020-03-21,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,21,35
2020-03-21,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,17,37.5
2020-03-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,4,57
2020-03-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,12.5,41
2020-03-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,13,41.5
2020-03-21,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,8,35
2020-03-21,"Linville Falls","Avery",35.972347,-81.933072,3,2020,5,47
2020-03-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,15,41
2020-03-21,"Millbrook School","Wake",35.856111,-78.574167,3,2020,15,38
2020-03-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,7.5,38
2020-03-21,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,19,37.5
2020-03-22,"Bryson City","Swain",35.434767,-83.442133,3,2020,29,46
2020-03-22,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,13,44
2020-03-22,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,19,45.5
2020-03-22,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,25,43
2020-03-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48
2020-03-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,20,44.5
2020-03-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,18,45
2020-03-22,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,11,43.5
2020-03-22,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,49
2020-03-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,13,45
2020-03-22,"Millbrook School","Wake",35.856111,-78.574167,3,2020,22,43
2020-03-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,18,44
2020-03-22,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,22,43.5
2020-03-23,"Bryson City","Swain",35.434767,-83.442133,3,2020,31,47
2020-03-23,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,18,47.5
2020-03-23,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,25,48
2020-03-23,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,34,47
2020-03-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,59.5
2020-03-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,30,49
2020-03-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,26,48
2020-03-23,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,15,46
2020-03-23,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,51.5
2020-03-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,23,49.5
2020-03-23,"Millbrook School","Wake",35.856111,-78.574167,3,2020,30,48
2020-03-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,19,46.5
2020-03-23,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,28,48
2020-03-24,"Bryson City","Swain",35.434767,-83.442133,3,2020,46,55.5
2020-03-24,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,23,52.5
2020-03-24,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,42,52
2020-03-24,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,33,51
2020-03-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,23,67
2020-03-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,34,50
2020-03-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,32.5,54
2020-03-24,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,21,49
2020-03-24,"Linville Falls","Avery",35.972347,-81.933072,3,2020,21,58.5
2020-03-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,39,59
2020-03-24,"Millbrook School","Wake",35.856111,-78.574167,3,2020,27.5,53.5
2020-03-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,22,49.5
2020-03-24,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,38,51
2020-03-25,"Bryson City","Swain",35.434767,-83.442133,3,2020,40,36.5
2020-03-25,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,7,49
2020-03-25,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,25,45
2020-03-25,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,30,44
2020-03-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,50
2020-03-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,25,44
2020-03-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,21,44
2020-03-25,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,15,48
2020-03-25,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,44
2020-03-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,21,46
2020-03-25,"Millbrook School","Wake",35.856111,-78.574167,3,2020,26,47
2020-03-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,18,48
2020-03-25,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,21,46.5
2020-03-26,"Bryson City","Swain",35.434767,-83.442133,3,2020,24,42.5
2020-03-26,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,13,43.5
2020-03-26,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,20,42.5
2020-03-26,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,23,42.5
2020-03-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,44
2020-03-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,19,43.5
2020-03-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,19,43.5
2020-03-26,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,43.5
2020-03-26,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,39
2020-03-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,22,44
2020-03-26,"Millbrook School","Wake",35.856111,-78.574167,3,2020,29,44
2020-03-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,32,43.5
2020-03-26,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,25,44
2020-03-27,"Bryson City","Swain",35.434767,-83.442133,3,2020,33,39
2020-03-27,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,21,38
2020-03-27,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,32,42.5
2020-03-27,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,27,39.5
2020-03-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,7,46.5
2020-03-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,35,40.5
2020-03-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,28.6666666666667,42.5
2020-03-27,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,40
2020-03-27,"Linville Falls","Avery",35.972347,-81.933072,3,2020,18,44.5
2020-03-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,34,43
2020-03-27,"Millbrook School","Wake",35.856111,-78.574167,3,2020,37.5,39
2020-03-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,27,40.5
2020-03-27,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,33,39
2020-03-28,"Bryson City","Swain",35.434767,-83.442133,3,2020,49,41.5
2020-03-28,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,26,44
2020-03-28,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,51,52.5
2020-03-28,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,37,46.5
2020-03-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,53
2020-03-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,46,48
2020-03-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,53,48
2020-03-28,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,48
2020-03-28,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,50
2020-03-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,48,51.5
2020-03-28,"Millbrook School","Wake",35.856111,-78.574167,3,2020,54,46
2020-03-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,48,42
2020-03-28,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,55,45
2020-03-29,"Bryson City","Swain",35.434767,-83.442133,3,2020,38,47.5
2020-03-29,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,1,46.5
2020-03-29,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,56,62.5
2020-03-29,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,NA,55
2020-03-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,54.5
2020-03-29,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,45,56
2020-03-29,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,59,63
2020-03-29,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,51.5
2020-03-29,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,53.5
2020-03-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,53,67.5
2020-03-29,"Millbrook School","Wake",35.856111,-78.574167,3,2020,56,55.5
2020-03-29,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,26,44
2020-03-29,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,43,50.5
2020-03-30,"Bryson City","Swain",35.434767,-83.442133,3,2020,13,46.5
2020-03-30,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,22,44
2020-03-30,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,23,47
2020-03-30,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,19,47
2020-03-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,4,47
2020-03-30,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,17.5,46
2020-03-30,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,18.5,47
2020-03-30,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,20,43
2020-03-30,"Linville Falls","Avery",35.972347,-81.933072,3,2020,7,46
2020-03-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,19,55.5
2020-03-30,"Millbrook School","Wake",35.856111,-78.574167,3,2020,25,45
2020-03-30,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,24,44
2020-03-30,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,26,43.5
2020-03-31,"Bryson City","Swain",35.434767,-83.442133,3,2020,20,43.5
2020-03-31,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,8,43
2020-03-31,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,17,46
2020-03-31,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,NA,44
2020-03-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48
2020-03-31,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,14,44
2020-03-31,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,19,46
2020-03-31,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,15,42.5
2020-03-31,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,41
2020-03-31,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,19,45.5
2020-03-31,"Millbrook School","Wake",35.856111,-78.574167,3,2020,20,44
2020-03-31,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,14,42
2020-03-31,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,30,43
2020-04-01,"Bryson City","Swain",35.434767,-83.442133,4,2020,30,45.5
2020-04-01,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2020,14,44
2020-04-01,"Clemmons Middle","Forsyth",36.026,-80.342,4,2020,28,46
2020-04-01,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2020,NA,45.5
2020-04-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2020,NA,50
2020-04-01,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2020,26,46.5
2020-04-01,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2020,29,46.5
2020-04-01,"Leggett","Edgecombe",35.988278,-77.5843,4,2020,34,45.5
2020-04-01,"Linville Falls","Avery",35.972347,-81.933072,4,2020,NA,45
2020-04-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2020,31,48
2020-04-01,"Millbrook School","Wake",35.856111,-78.574167,4,2020,39,46
2020-04-01,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2020,28,46
2020-04-01,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2020,32,45.5
2020-04-02,"Bryson City","Swain",35.434767,-83.442133,4,2020,43,44.5
2020-04-02,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2020,19,41
2020-04-02,"Clemmons Middle","Forsyth",36.026,-80.342,4,2020,32,49
2020-04-02,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2020,32,42
2020-04-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2020,32,61
2020-04-02,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2020,36,44
2020-04-02,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2020,28.3333333333333,46.5
2020-04-02,"Leggett","Edgecombe",35.988278,-77.5843,4,2020,33,41
2020-04-02,"Linville Falls","Avery",35.972347,-81.933072,4,2020,25,48
2020-04-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2020,35,48.5
2020-04-02,"Millbrook School","Wake",35.856111,-78.574167,4,2020,38,42
2020-04-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2020,29.5,41
2020-04-02,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2020,40,41.5
2020-04-03,"Bryson City","Swain",35.434767,-83.442133,4,2020,50,44.5
2020-04-03,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2020,28,40
2020-04-03,"Clemmons Middle","Forsyth",36.026,-80.342,4,2020,55,51
2020-04-03,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2020,56,46
2020-04-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2020,NA,67
2020-04-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2020,54,51
